	Date	Workout Name	Exercise Name	Set Order	Weight	Weight Unit	Reps	RPE	Distance	Distance Unit	Seconds	Notes	Workout Notes	Workout Duration
176	2021-10-21 18:56:20	Evening Workout	T Bar Row	1	45	lbs	20				0			1h 16m
177	2021-10-21 18:56:20	Evening Workout	T Bar Row	2	90	lbs	20				0			1h 16m
178	2021-10-21 18:56:20	Evening Workout	T Bar Row	3	135	lbs	8				0			1h 16m
179	2021-10-21 18:56:20	Evening Workout	T Bar Row	4	135	lbs	10				0			1h 16m
180	2021-10-21 18:56:20	Evening Workout	Shrug (Machine)	1	180	lbs	20				0			1h 16m
181	2021-10-21 18:56:20	Evening Workout	Shrug (Machine)	2	180	lbs	30				0			1h 16m
182	2021-10-21 18:56:20	Evening Workout	Shrug (Machine)	3	180	lbs	30				0			1h 16m
183	2021-10-21 18:56:20	Evening Workout	Shrug (Machine)	4	180	lbs	30				0			1h 16m
184	2021-10-21 18:56:20	Evening Workout	Reverse Fly (Machine)	1	100	lbs	20				0			1h 16m
185	2021-10-21 18:56:20	Evening Workout	Reverse Fly (Machine)	2	100	lbs	20				0			1h 16m
186	2021-10-21 18:56:20	Evening Workout	Reverse Fly (Machine)	3	100	lbs	20				0			1h 16m
187	2021-10-21 18:56:20	Evening Workout	Reverse Fly (Machine)	4	100	lbs	13				0			1h 16m
188	2021-10-21 18:56:20	Evening Workout	Overhead Press (Barbell)	1	115	lbs	10				0			1h 16m
189	2021-10-21 18:56:20	Evening Workout	Overhead Press (Barbell)	2	115	lbs	10				0			1h 16m
190	2021-10-21 18:56:20	Evening Workout	Overhead Press (Barbell)	3	115	lbs	9				0			1h 16m
191	2021-10-21 18:56:20	Evening Workout	Overhead Press (Barbell)	4	115	lbs	8				0			1h 16m
192	2021-10-21 18:56:20	Evening Workout	Bent Over Row (Dumbbell)	1	50	lbs	15				0			1h 16m
193	2021-10-21 18:56:20	Evening Workout	Bent Over Row (Dumbbell)	2	50	lbs	15				0			1h 16m
194	2021-10-21 18:56:20	Evening Workout	Bent Over Row (Dumbbell)	3	60	lbs	8				0			1h 16m
195	2021-10-21 18:56:20	Evening Workout	Bent Over Row (Dumbbell)	4	60	lbs	12				0			1h 16m
196	2021-10-21 18:56:20	Evening Workout	Standing cable pullup	1	80	lbs	12				0			1h 16m
197	2021-10-21 18:56:20	Evening Workout	Standing cable pullup	2	80	lbs	12				0			1h 16m
198	2021-10-21 18:56:20	Evening Workout	Standing cable pullup	3	80	lbs	12				0			1h 16m
199	2021-10-21 18:56:20	Evening Workout	Standing cable pullup	4	80	lbs	12				0			1h 16m
200	2021-10-21 18:56:20	Evening Workout	Lateral Raise (Dumbbell)	1	20	lbs	15				0			1h 16m
201	2021-10-21 18:56:20	Evening Workout	Lateral Raise (Dumbbell)	2	20	lbs	15				0			1h 16m
202	2021-10-21 18:56:20	Evening Workout	Lateral Raise (Dumbbell)	3	25	lbs	12				0			1h 16m
203	2021-10-21 18:56:20	Evening Workout	Lateral Raise (Dumbbell)	4	25	lbs	12				0			1h 16m
204	2021-10-21 18:56:20	Evening Workout	Arnold Press (Dumbbell)	1	25	lbs	10				0			1h 16m
205	2021-10-21 18:56:20	Evening Workout	Arnold Press (Dumbbell)	2	25	lbs	12				0			1h 16m
206	2021-10-21 18:56:20	Evening Workout	Arnold Press (Dumbbell)	3	25	lbs	12				0			1h 16m
207	2021-10-21 18:56:20	Evening Workout	Arnold Press (Dumbbell)	4	25	lbs	12				0			1h 16m
208	2021-10-21 18:56:20	Evening Workout	Straight arm cable push	1	80	lbs	15				0			1h 16m
209	2021-10-21 18:56:20	Evening Workout	Straight arm cable push	2	80	lbs	25				0			1h 16m
210	2021-10-21 18:56:20	Evening Workout	Straight arm cable push	3	80	lbs	25				0			1h 16m
211	2021-10-21 18:56:20	Evening Workout	Straight arm cable push	4	80	lbs	25				0			1h 16m
212	2021-10-21 18:56:20	Evening Workout	Lateral cable pull	1	35	lbs	10				0			1h 16m
213	2021-10-21 18:56:20	Evening Workout	Lateral cable pull	2	35	lbs	12				0			1h 16m
214	2021-10-21 18:56:20	Evening Workout	Lateral cable pull	3	35	lbs	12				0			1h 16m
215	2021-10-21 18:56:20	Evening Workout	Lateral cable pull	4	35	lbs	12				0			1h 16m
216	2021-10-22 19:05:26	Evening Workout	Seated Row (Cable)	1	120	lbs	20				0			1h 36m
217	2021-10-22 19:05:26	Evening Workout	Seated Row (Cable)	2	140	lbs	17				0			1h 36m
218	2021-10-22 19:05:26	Evening Workout	Seated Row (Cable)	3	160	lbs	10				0			1h 36m
219	2021-10-22 19:05:26	Evening Workout	Seated Row (Cable)	4	160	lbs	10				0			1h 36m
220	2021-10-22 19:05:26	Evening Workout	Chest Press (Machine)	1	90	lbs	20				0			1h 36m
221	2021-10-22 19:05:26	Evening Workout	Chest Press (Machine)	2	160	lbs	15				0			1h 36m
222	2021-10-22 19:05:26	Evening Workout	Chest Press (Machine)	3	210	lbs	10				0			1h 36m
223	2021-10-22 19:05:26	Evening Workout	Chest Press (Machine)	4	210	lbs	10				0			1h 36m
224	2021-10-22 19:05:26	Evening Workout	Incline Bench Press (Dumbbell)	1	60	lbs	15				0			1h 36m
225	2021-10-22 19:05:26	Evening Workout	Incline Bench Press (Dumbbell)	2	60	lbs	15				0			1h 36m
226	2021-10-22 19:05:26	Evening Workout	Incline Bench Press (Dumbbell)	3	70	lbs	10				0			1h 36m
227	2021-10-22 19:05:26	Evening Workout	Incline Bench Press (Dumbbell)	4	70	lbs	10				0			1h 36m
228	2021-10-22 19:05:26	Evening Workout	Lateral Raise (Dumbbell)	1	25	lbs	12				0			1h 36m
229	2021-10-22 19:05:26	Evening Workout	Lateral Raise (Dumbbell)	2	25	lbs	12				0			1h 36m
230	2021-10-22 19:05:26	Evening Workout	Lateral Raise (Dumbbell)	3	25	lbs	12				0			1h 36m
231	2021-10-22 19:05:26	Evening Workout	Lateral Raise (Dumbbell)	4	25	lbs	12				0			1h 36m
232	2021-10-22 19:05:26	Evening Workout	Cable Crossover	1	40	lbs	12				0			1h 36m
233	2021-10-22 19:05:26	Evening Workout	Cable Crossover	2	50	lbs	10				0			1h 36m
234	2021-10-22 19:05:26	Evening Workout	Cable Crossover	3	50	lbs	10				0			1h 36m
235	2021-10-22 19:05:26	Evening Workout	Cable Crossover	4	50	lbs	12				0			1h 36m
236	2021-10-22 19:05:26	Evening Workout	Front cable pulldown (bar)	1	100	lbs	20				0			1h 36m
237	2021-10-22 19:05:26	Evening Workout	Front cable pulldown (bar)	2	110	lbs	17				0			1h 36m
238	2021-10-22 19:05:26	Evening Workout	Front cable pulldown (bar)	3	12	lbs	15				0			1h 36m
239	2021-10-22 19:05:26	Evening Workout	Front cable pulldown (bar)	4	130	lbs	15				0			1h 36m
240	2021-10-22 19:05:26	Evening Workout	triceps pulldown	1	100	lbs	20				0			1h 36m
241	2021-10-22 19:05:26	Evening Workout	triceps pulldown	2	100	lbs	20				0			1h 36m
242	2021-10-22 19:05:26	Evening Workout	triceps pulldown	3	100	lbs	20				0			1h 36m
243	2021-10-22 19:05:26	Evening Workout	triceps pulldown	4	100	lbs	20				0			1h 36m
244	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Dumbbell)	1	35	lbs	30				0			1h 36m
245	2021-10-22 19:05:26	Evening Workout	Bicep Curl (Dumbbell)	2	35	lbs	30				0			1h 36m
